,broker,count,bamount,bcount,samount,scount,top3
0,中国银河证券股份有限公司杭州庆春路证券营业部,3,5397.51,2,1406.02,1,"泰达股份,张家港行,东旭蓝天"
1,东方证券股份有限公司杭州体育场路证券营业部,2,5465.83,1,4393.98,1,渤海股份
2,海通证券股份有限公司许昌建设路证券营业部,5,9484.48,3,6786.28,2,"京汉股份,三超新材"
3,光大证券股份有限公司佛山季华六路证券营业部,5,8910.39,4,1801.82,1,"中油工程,神州长城,科林电气,"
4,国海证券股份有限公司太原体育路证券营业部,2,3216.37,1,793.43,1,"泰达股份,东方中科"
5,国泰君安证券股份有限公司上海江苏路证券营业部,9,14539.74,6,4601.82,3,"先河环保,华斯股份,神州长城,"
6,国泰君安证券股份有限公司杭州五星路证券营业部,5,7235.36,2,7494.33,3,"渤海股份,青龙管业"
7,广州证券股份有限公司常州高新科技园证券营业部,10,6482.13,5,7240.36,5,"京汉股份,坤彩科技,钧达股份,"
8,中信证券（山东）有限责任公司淄博分公司,8,12436.37,6,5611.45,2,"恒泰艾普,泰达股份,四通新材,"
9,华泰证券股份有限公司成都南一环路第二证券营业部,8,18764.88,7,4153.77,1,"建新股份,太极实业,银江股份,"
10,华泰证券股份有限公司溧水珍珠南路证券营业部,2,2238.76,1,2353.03,1,渤海股份
11,海通证券股份有限公司绵阳长虹大道证券营业部,1,1532.75,1,0.0,0,京汉股份
12,长江证券股份有限公司深圳福华一路证券营业部,1,2238.2,1,0.0,0,泰达股份
13,万和证券股份有限公司成都通盈街证券营业部,4,4380.82,3,2061.98,1,"神州长城,禾丰牧业,钧达股份,"
14,中信证券股份有限公司诸暨暨东路证券营业部,1,1327.01,1,0.0,0,京汉股份
15,中泰证券股份有限公司宁波江东北路证券营业部,7,8130.14,4,3755.05,3,"清源股份,兰石重装,神州长城,"
16,华泰证券股份有限公司厦门厦禾路证券营业部,32,45546.7,18,31441.8,14,"冀东装备,柳钢股份,恒泰艾普,"
17,中信建投证券股份有限公司上海华灵路证券营业部,2,2058.84,2,0.0,0,"京汉股份,莱茵体育"
18,申万宏源证券有限公司瑞安安盛路证券营业部,2,3623.6,2,0.0,0,"天山股份,渤海股份"
19,中国银河证券股份有限公司西安友谊东路证券营业部,2,0.0,0,2296.14,2,"泰达股份,永和智控"
20,华宝证券有限责任公司舟山岱山人民路证券营业部,4,1708.56,1,7694.14,3,"京汉股份,华斯股份"
21,华泰证券股份有限公司扬州宝应叶挺东路证券营业部,2,3626.81,1,3183.34,1,"先河环保,渤海股份"
22,华泰证券股份有限公司深圳深南大道证券营业部,4,85.79,1,6393.29,3,"强力新材,光正集团,泰达股份,"
23,华宝证券有限责任公司福州八一七北路证券营业部,4,960.78,2,2506.81,2,"京汉股份,星云股份,广和通"
24,华泰证券股份有限公司江阴分公司,7,4067.2,3,6070.11,4,"河北宣工,江阴银行,渤海股份,"
25,国信证券股份有限公司北京三里河证券营业部,7,1011.05,1,2104.17,6,"华灿光电,泰达股份,永和智控,"
26,华泰证券股份有限公司上海武定路证券营业部,24,21310.25,11,22637.83,13,"三超新材,钧达股份,青龙管业,"
27,东兴证券股份有限公司深圳中兴路证券营业部,4,778.37,1,12037.38,3,"陇神戎发,光正集团,渤海股份"
28,华泰证券股份有限公司天津勤俭道证券营业部,1,0.0,0,687.45,1,泰达股份
29,西南证券股份有限公司福州井大路证券营业部,2,0.0,0,2385.97,2,"神州长城,焦作万方"
30,国信证券股份有限公司南京洪武路证券营业部,3,1609.96,1,1152.17,2,"八一钢铁,京汉股份,金能科技"
31,广发证券股份有限公司深圳新安二路证券营业部,1,0.0,0,1420.6,1,渤海股份
32,中航证券有限公司宜春东风大街证券营业部,1,0.0,0,583.25,1,泰达股份
33,国金证券股份有限公司上海奉贤区金碧路证券营业部,48,15977.39,23,12291.88,25,"冀东装备,京汉股份,河北宣工,"
34,浙商证券股份有限公司绍兴解放北路证券营业部,10,23591.77,4,32130.6,6,"天山股份,冀东装备,张家港行,"
35,广发证券股份有限公司西安南广济街证券营业部,3,20902.23,2,4727.36,1,"新兴铸管,中化岩土"
36,广发证券股份有限公司广州天河路证券营业部,3,7152.31,3,0.0,0,锦龙股份
37,中信证券股份有限公司上海溧阳路证券营业部,21,40591.61,14,18816.58,7,"天山股份,韩建河山,嘉寓股份,"
38,中信证券股份有限公司上海淮海中路证券营业部,23,69688.04,12,38685.92,11,"新兴铸管,嘉寓股份,冀东水泥,"
39,华泰证券股份有限公司武汉新华路证券营业部,7,5399.09,6,1680.7,1,"锦龙股份,中持股份,今飞凯达,"
40,中信建投证券股份有限公司绍兴胜利东路证券营业部,17,22734.86,10,15677.48,7,"冀东装备,津膜科技,长川科技,"
41,招商证券股份有限公司深圳蛇口工业七路证券营业部,10,17900.61,6,10070.56,4,"清源股份,坤彩科技,冀东装备,"
42,中国银河证券股份有限公司北京阜成路证券营业部,12,29363.92,6,26506.55,6,"新兴铸管,中化岩土,青龙管业,"
43,广发证券股份有限公司佛山顺德建设南路证券营业部,2,2354.46,2,0.0,0,"张家港行,锦龙股份"
44,中国中投证券有限责任公司深圳深南中路证券营业部,3,12110.46,2,5269.52,1,"中成股份,冀东装备"
45,中国国际金融股份有限公司北京科学院南路证券营业部,1,1827.33,1,0.0,0,天山股份
46,华福证券有限责任公司仙游八二五大街证券营业部,3,3778.39,3,0.0,0,锦龙股份
47,中国中投证券有限责任公司南京太平南路证券营业部,8,15787.59,5,4653.22,3,"新兴铸管,千方科技,陇神戎发,"
48,光大证券股份有限公司温州划龙桥路证券营业部,1,4292.32,1,0.0,0,新兴铸管
49,国信证券股份有限公司广州东风中路证券营业部,5,3670.51,2,1324.51,3,"中房地产,锦龙股份,金石资源,"
50,财通证券股份有限公司绍兴人民中路证券营业部,7,12987.59,6,2336.35,1,"永和智控,银江股份,兔宝宝,"
51,中国银河证券股份有限公司绍兴证券营业部,8,9743.16,2,16542.86,6,"冀东装备,联泰环保,微光股份,"
52,华泰证券股份有限公司牡丹江西一条路证券营业部,1,0.0,0,4511.69,1,新兴铸管
53,国泰君安证券股份有限公司上海福山路证券营业部,28,22203.56,13,43496.52,15,"力盛赛车,京汉股份,银龙股份,"
54,国泰君安证券股份有限公司厦门鹭江道证券营业部,4,2828.79,3,656.09,1,"湘潭电化,天山股份"
55,西南证券股份有限公司杭州庆春东路证券营业部,3,0.0,0,3103.74,3,"新兴铸管,海默科技,中源协和"
56,光大证券股份有限公司奉化南山路证券营业部,1,0.0,0,792.56,1,锦龙股份
57,国泰君安证券股份有限公司宁波君子街证券营业部,6,14848.67,3,17556.34,3,"天山股份,青龙管业,恒泰艾普"
58,中信证券股份有限公司上海古北路证券营业部,36,74964.55,21,63431.08,15,"冀东装备,嘉寓股份,华斯股份,"
59,恒泰证券股份有限公司重庆泰山大道证券营业部,1,0.0,0,1877.33,1,新兴铸管
60,国都证券股份有限公司上海华山路证券营业部,2,0.0,0,315.97,2,"金陵体育,锦龙股份"
61,中泰证券股份有限公司深圳欢乐海岸证券营业部,3,1438.22,1,10467.22,2,"八一钢铁,茂业商业,冀东装备"
62,中信证券股份有限公司杭州延安路证券营业部,4,3101.51,1,2009.41,3,"中化岩土,新兴铸管,德艺文创,"
63,中国银河证券股份有限公司南京洪武路证券营业部,1,0.0,0,272.25,1,锦龙股份
64,华泰证券股份有限公司上海徐汇区天钥桥路证券营业部,11,14082.69,5,23600.8,6,"天山股份,吴江银行,新宏泽,"
65,中信证券股份有限公司深圳总部证券营业部,2,2136.03,1,8564.07,1,"锦龙股份,冀东装备"
66,中国中投证券有限责任公司南昌叠山路证券营业部,3,2048.96,2,1527.39,1,"石化机械,新兴铸管"
67,平安证券股份有限公司北京东花市证券营业部,13,7476.39,9,2697.68,4,"冀东装备,天山股份,西部建设,"
68,华泰证券股份有限公司上海共和新路证券营业部,7,2597.23,2,13900.23,5,"天山股份,钧达股份,恒立实业,"
69,中国银河证券股份有限公司重庆民族路证券营业部,4,9627.19,3,3449.7,1,"八一钢铁,中油工程,天山股份"
70,华泰证券股份有限公司南京中山北路第二证券营业部,6,5454.27,3,10133.35,3,"嘉寓股份,冀东装备,科林电气,"
71,申万宏源证券有限公司九江九瑞大道证券营业部,3,5667.66,1,12377.55,2,麦达数字
72,首创证券有限责任公司成都府城大道证券营业部,2,7256.53,2,0.0,0,麦达数字
73,广发证券股份有限公司秦皇岛和平大街证券营业部,4,5473.82,2,1096.29,2,"麦达数字,东方中科,迪贝电气"
74,中信证券股份有限公司福建分公司,2,3144.82,2,0.0,0,"麦达数字,东方中科"
75,财通证券股份有限公司丽水北苑路证券营业部,2,4431.81,2,0.0,0,麦达数字
76,中信证券股份有限公司温岭万昌中路证券营业部,2,0.0,0,4025.28,2,"湘潭电化,麦达数字"
77,东兴证券股份有限公司邵武五一九路证券营业部,12,9925.24,9,3416.3,3,"生意宝,太极实业,微光股份,"
78,东方证券股份有限公司桂林中山中路证券营业部,5,6689.14,3,1894.58,2,"雅百特,飞荣达,深圳华强,"
79,广发证券股份有限公司哈尔滨学府路证券营业部,2,0.0,0,1649.47,2,麦达数字
80,海通证券股份有限公司嘉兴中山西路证券营业部,2,3546.47,2,0.0,0,"河北宣工,东旭蓝天"
81,方正证券股份有限公司杭州延安路证券营业部,5,11202.56,2,9321.99,3,"天山股份,中化岩土,京汉股份"
82,华福证券有限责任公司漳浦朝阳路证券营业部,3,1173.3,1,1648.31,2,"河北宣工,永和智控"
83,广发证券股份有限公司广州中山三路中华广场证券营业部,3,1114.25,1,2083.51,2,河北宣工
84,西南证券股份有限公司兰州南昌路证券营业部,1,1998.64,1,0.0,0,麦达数字
85,中泰证券股份有限公司潍坊四平路证券营业部,1,0.0,0,2298.37,1,河北宣工
86,华泰证券股份有限公司绍兴府山证券营业部,7,4074.57,3,2349.59,4,"冀东水泥,坤彩科技,四通新材,"
87,方正证券股份有限公司杭州保俶路证券营业部,2,0.0,0,4674.64,2,"天山股份,韦尔股份"
88,中信证券股份有限公司杭州定安路证券营业部,2,0.0,0,913.73,2,"张家港行,麦达数字"
89,西藏东方财富证券股份有限公司拉萨金珠西路第二证券营业部,11,3598.2,5,2286.69,6,"周大生,青龙管业,河北宣工,"
90,光大证券股份有限公司慈溪观海卫证券营业部,6,10382.29,3,11794.72,3,"千方科技,京汉股份,韩建河山"
91,华泰证券股份有限公司舟山解放东路证券营业部,8,9196.88,6,2927.28,2,"中持股份,英洛华,三超新材,"
92,华泰证券股份有限公司上海浦东新区乳山路证券营业部,1,1493.1,1,0.0,0,千方科技
93,湘财证券股份有限公司上海金沙江路证券营业部,2,3865.61,2,0.0,0,"汉钟精机,千方科技"
94,中信建投证券股份有限公司北京丹棱街证券营业部,2,0.0,0,5378.55,2,千方科技
95,中航证券有限公司西安未央路证券营业部,1,0.0,0,890.81,1,千方科技
96,华宝证券有限责任公司深圳新闻路证券营业部,1,0.0,0,751.63,1,千方科技
97,中国银河证券股份有限公司北京黄寺大街证券营业部,2,0.0,0,6950.54,2,"易华录,千方科技"
98,五矿证券有限公司深圳金田路证券营业部,3,249.65,1,1526.51,2,"*ST东数,东方中科"
99,方正证券股份有限公司上海延安西路证券营业部,10,4541.8,6,2871.09,4,"茂业商业,力盛赛车,华灿光电,"
100,华泰证券股份有限公司汉川仙女大道证券营业部,1,9.3,1,0.0,0,*ST东数
101,长江证券股份有限公司武汉友谊大道证券营业部,1,492.97,1,0.0,0,雅百特
102,东吴证券股份有限公司上海分公司,3,278.78,2,73.45,1,"东方中科,*ST东数,雷曼股份"
103,中泰证券股份有限公司厦门鹭江道证券营业部,4,962.8,2,766.35,2,"升达林业,雅百特,光莆股份"
104,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,29,9852.97,17,5295.99,12,"江阴银行,清源股份,西部建设,"
105,广发证券股份有限公司成都分公司,1,329.19,1,0.0,0,雅百特
106,中国中投证券有限责任公司江门迎宾大道证券营业部,1,0.0,0,77.83,1,*ST东数
107,银泰证券有限责任公司西安友谊西路证券营业部,2,3668.02,1,630.27,1,"光正集团,雅百特"
108,中国中投证券有限责任公司南通如东青园北路证券营业部,1,0.0,0,44.94,1,*ST东数
109,兴业证券股份有限公司北京西直门北大街证券营业部,2,0.0,0,844.02,2,"吉宏股份,雅百特"
110,中国中投证券有限责任公司无锡清扬路证券营业部,2,39.84,1,44.45,1,"新日股份,*ST东数"
111,中国银河证券股份有限公司台州证券营业部,3,7463.07,1,4192.59,2,青龙管业
112,中原证券股份有限公司郑州纬二路证券营业部,1,0.0,0,242.52,1,雅百特
113,渤海证券股份有限公司天津自贸区中心证券营业部,1,0.0,0,34.12,1,*ST东数
114,中信建投证券股份有限公司重庆涪陵广场路证券营业部,3,15887.48,3,0.0,0,"建新股份,青龙管业"
115,新时代证券股份有限公司上海武定路证券营业部,1,0.0,0,238.67,1,雅百特
116,申万宏源西部证券有限公司烟台大马路证券营业部,1,0.0,0,32.03,1,*ST东数
117,中信建投证券股份有限公司杭州庆春路证券营业部,2,7682.71,2,0.0,0,"青龙管业,陕西金叶"
118,平安证券股份有限公司上海分公司,11,2520.95,4,1713.12,7,"天山股份,大丰实业,中科创达,"
119,中信证券股份有限公司上海东方路证券营业部,3,6796.73,1,12107.0,2,"冀东装备,青龙管业"
120,中信证券股份有限公司杭州四季路证券营业部,16,20401.9,8,20634.44,8,"恒泰艾普,无锡银行,联泰环保,"
121,民生证券股份有限公司驻马店解放路证券营业部,4,3276.63,2,4064.25,2,"渤海股份,青龙管业"
122,华泰证券股份有限公司成都天府新区正东中街证券营业部,7,2944.68,4,2407.61,3,"永和智控,中油工程,濮阳惠成,"
123,平安证券股份有限公司深圳深南大道证券营业部,1,1192.89,1,0.0,0,东旭蓝天
124,申万宏源西部证券有限公司福州杨桥东路证券营业部,8,15966.91,4,19605.73,4,"无锡银行,江阴银行,东凌国际,"
125,华鑫证券有限责任公司上海自贸试验区分公司,3,663.38,1,1431.76,2,永和智控
126,东莞证券股份有限公司成都东大街证券营业部,2,2502.45,2,0.0,0,"华斯股份,东旭蓝天"
127,海通证券股份有限公司宁波百丈东路证券营业部,1,2480.51,1,0.0,0,江阴银行
128,华泰证券股份有限公司苏州何山路证券营业部,2,1321.8,2,0.0,0,"巨力索具,永和智控"
129,招商证券股份有限公司上海陆家嘴东路证券营业部,1,799.14,1,0.0,0,东旭蓝天
130,华福证券有限责任公司泉州丰泽街证券营业部,4,3620.71,2,3427.07,2,"中化岩土,*ST鲁丰"
131,海通证券股份有限公司杭州解放路证券营业部,11,16315.32,8,4966.68,3,"无锡银行,江阴银行,海虹控股,"
132,华泰证券股份有限公司合肥创新大道证券营业部,1,359.05,1,0.0,0,永和智控
133,华泰证券股份有限公司上海分公司,5,3895.35,3,4007.7,2,"科林电气,东旭蓝天,禾丰牧业"
134,海通证券股份有限公司上海共和新路证券营业部,1,2640.02,1,0.0,0,中化岩土
135,民生证券股份有限公司福州华林路证券营业部,1,2060.36,1,0.0,0,江阴银行
136,中信证券股份有限公司台州府中路证券营业部,2,0.0,0,1815.46,2,永和智控
137,华福证券有限责任公司深圳市深南大道证券营业部,4,2739.28,2,2321.41,2,"坤彩科技,*ST鲁丰,东旭蓝天,"
138,中信证券股份有限公司深圳深南中路中信大厦证券营业部,1,1671.85,1,0.0,0,江阴银行
139,华福证券有限责任公司厦门湖滨南路证券营业部,9,7263.56,5,9333.92,4,"中化岩土,海虹控股,吴江银行,"
140,国泰君安证券股份有限公司北京知春路证券营业部,3,9.53,1,1842.66,2,"永和智控,莱茵体育,*ST东数"
141,中国中投证券有限责任公司宁波江东北路证券营业部,6,16021.23,4,4435.44,2,"八一钢铁,横河模具,陇神戎发,"
142,国盛证券有限责任公司南昌永叔路证券营业部,1,0.0,0,4569.78,1,中化岩土
143,中信证券股份有限公司慈溪慈甬路证券营业部,3,0.0,0,10640.48,3,"江阴银行,无锡银行"
144,光大证券股份有限公司长春解放大路证券营业部,1,0.0,0,423.56,1,永和智控
145,华鑫证券有限责任公司上海嘉定棋盘路证券营业部,3,216.41,1,3316.69,2,"三超新材,江阴银行"
146,海通证券股份有限公司福州群众路证券营业部,4,435.13,3,357.17,1,"仰帆控股,新日股份,永和智控"
147,国泰君安证券股份有限公司上海四平路证券营业部,1,0.0,0,3709.41,1,中化岩土
148,中原证券股份有限公司上海第一分公司,2,1792.07,1,2667.46,1,"无锡银行,江阴银行"
149,长江证券股份有限公司台州市府大道证券营业部,1,0.0,0,2620.12,1,江阴银行
150,东海证券股份有限公司福建厦门分公司,1,27.54,1,0.0,0,传艺科技
151,广发证券股份有限公司吉林吉林大街证券营业部,1,0.0,0,2.03,1,传艺科技
152,中国银河证券股份有限公司兰溪三江路证券营业部,1,0.0,0,1.87,1,传艺科技
153,申万宏源证券有限公司上海闵行区东川路证券营业部,5,5810.33,2,11806.53,3,"力盛赛车,科林电气"
154,广发证券股份有限公司杭州密渡桥路证券营业部,1,876.6,1,0.0,0,东方中科
155,安信证券股份有限公司佛山三水三兴路证券营业部,2,0.0,0,2.82,2,"钧达股份,传艺科技"
156,海通证券股份有限公司丽水城东路证券营业部,3,398.03,1,6225.93,2,"东方中科,陇神戎发"
157,中国中投证券有限责任公司杭州环球中心证券营业部,17,12207.92,8,14497.61,9,"新宏泽,坤彩科技,透景生命,"
158,长城证券股份有限公司广州天河北路证券营业部,1,0.0,0,1.55,1,传艺科技
159,国信证券股份有限公司深圳振华路证券营业部,3,740.17,1,1206.01,2,新宏泽
160,华鑫证券有限责任公司苏州时代广场证券营业部,3,680.17,1,1447.11,2,"新宏泽,今飞凯达"
161,海通证券股份有限公司南京广州路证券营业部,10,8394.12,6,5699.61,4,"陇神戎发,浩丰科技,博天环境,"
162,长江证券股份有限公司上海徐汇区斜土路证券营业部,3,1389.5,2,697.61,1,新宏泽
163,安信证券股份有限公司清远佛冈证券营业部,1,0.0,0,898.85,1,东方中科
164,光大证券股份有限公司北京中关村证券营业部,1,0.0,0,1210.26,1,力盛赛车
165,金元证券股份有限公司丹东坝岗路证券营业部,1,0.0,0,773.28,1,东方中科
166,华泰证券股份有限公司上海静安区威海路证券营业部,1,0.0,0,1184.31,1,新宏泽
167,中信证券股份有限公司宁波天童北路证券营业部,3,1936.51,2,862.71,1,"吴江银行,新宏泽"
168,安信证券股份有限公司南昌胜利路证券营业部,2,4788.0,1,2.21,1,"银江股份,星云股份"
169,方正证券股份有限公司宁波解放北路证券营业部,4,2198.79,3,712.89,1,"银江股份,金石资源,奥翔药业,"
170,东方证券股份有限公司昆明白龙路证券营业部,1,0.0,0,6714.89,1,银江股份
171,华泰证券股份有限公司杭州解放东路证券营业部,2,497.98,1,1252.71,1,"新劲刚,银江股份"
172,东兴证券股份有限公司郑州商务外环路证券营业部,2,654.39,1,1063.62,1,"禾丰牧业,银江股份"
173,联讯证券股份有限公司南通工农路证券营业部,2,1471.42,1,731.55,1,"飞荣达,银江股份"
174,长城证券股份有限公司仙桃钱沟路证券营业部,6,7094.53,4,4316.74,2,"太空板业,建新股份,新宏泽,"
175,广发证券股份有限公司深圳民田路证券营业部,4,3217.24,1,6475.18,3,"建新股份,华斯股份"
176,广发证券股份有限公司泉州涂门街证券营业部,3,2668.68,2,1734.84,1,"建新股份,恒泰艾普,博云新材"
177,兴业证券股份有限公司福州湖东路证券营业部,6,3333.02,4,5894.45,2,"嘉寓股份,永和智控,浩云科技,"
178,中信证券股份有限公司义乌城中中路证券营业部,2,209.2,1,1037.73,1,"升达林业,建新股份"
179,中国中投证券有限责任公司北京宋庄路证券营业部,2,0.0,0,1823.63,2,"建新股份,星云股份"
180,华西证券股份有限公司宜宾北正街证券营业部,1,0.0,0,517.12,1,建新股份
181,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,22,23194.86,12,15835.86,10,"龙溪股份,津膜科技,透景生命,"
182,安信证券股份有限公司茂名人民南路证券营业部,1,0.0,0,496.43,1,建新股份
183,华泰证券股份有限公司南京中山北路证券营业部,6,5787.31,3,1605.49,3,"先河环保,中化岩土,星云股份,"
184,中泰证券股份有限公司上海建国中路证券营业部,2,4739.98,2,0.0,0,"先河环保,华灿光电"
185,华泰证券股份有限公司成都蜀金路证券营业部,4,3466.44,2,886.0,2,"先河环保,飞凯材料,深圳华强,"
186,国联证券股份有限公司无锡五爱北路证券营业部,2,2561.95,1,7193.25,1,"吴江银行,先河环保"
187,中信证券股份有限公司上海联洋证券营业部,4,4184.33,1,11298.55,3,"冀东装备,先河环保,陇神戎发"
188,方正证券股份有限公司重庆新南路证券营业部,1,0.0,0,3328.13,1,先河环保
189,长江证券股份有限公司佛山普澜二路证券营业部,6,16317.22,3,9866.88,3,"京汉股份,恒泰艾普"
190,国泰君安证券股份有限公司宁波彩虹北路证券营业部,2,2454.37,1,2438.86,1,"恒泰艾普,汉钟精机"
191,中原证券股份有限公司郑州紫荆山路证券营业部,1,0.0,0,2038.86,1,恒泰艾普
192,华泰证券股份有限公司广州云城西路证券营业部,1,0.0,0,1752.91,1,恒泰艾普
193,长城证券股份有限公司如皋福寿路证券营业部,1,0.0,0,1718.29,1,恒泰艾普
194,渤海证券股份有限公司苏州景德路证券营业部,4,1275.15,1,3661.92,3,"国际医学,太空板业,中房地产,"
195,信达证券股份有限公司辽阳武圣路证券营业部,1,11.05,1,0.0,0,友讯达
196,广发证券股份有限公司杭州凤起路证券营业部,2,0.0,0,324.09,2,"德艺文创,友讯达"
197,国泰君安证券股份有限公司重庆民生路证券营业部,2,0.48,1,0.98,1,"金能科技,友讯达"
198,华泰证券股份有限公司天津白堤路证券营业部,1,0.0,0,0.98,1,友讯达
199,国信证券股份有限公司福州五一中路证券营业部,3,289.78,2,4.7,1,"电科院,金陵体育,恒润股份"
200,华泰证券股份有限公司银川新华西街证券营业部,2,0.0,0,172.17,2,"三德科技,友讯达"
201,方正证券股份有限公司成都高升桥路证券营业部,2,2721.9,2,0.0,0,四通新材
202,国联证券股份有限公司宜兴人民南路证券营业部,3,670.82,2,246.04,1,"电科院,德艺文创"
203,金元证券股份有限公司青岛银川西路证券营业部,1,228.12,1,0.0,0,电科院
204,中信证券股份有限公司浙江分公司,7,8564.31,7,0.0,0,"清源股份,浩丰科技,钧达股份,"
205,华泰证券股份有限公司深圳彩田路证券营业部,2,194.29,1,0.79,1,"电科院,杭州园林"
206,中银国际证券有限责任公司成都人民中路证券营业部,4,3961.42,3,1794.73,1,"四通新材,英洛华,新易盛"
207,华泰证券股份有限公司南通通州人民路证券营业部,5,2753.21,2,3916.58,3,"四通新材,新易盛,京汉股份"
208,中信证券股份有限公司湖北分公司,11,18352.68,6,11171.1,5,"京汉股份,渤海股份,浩丰科技"
209,华鑫证券有限责任公司呼和浩特中山西路证券营业部,2,1452.0,1,1449.51,1,四通新材
210,国泰君安证券股份有限公司深圳蔡屋围金华街证券营业部,5,3117.19,3,3251.16,2,"陇神戎发,浩丰科技,星云股份,"
211,安信证券股份有限公司嘉兴纺工路证券营业部,2,0.0,0,1520.25,2,"电科院,升达林业"
212,海通证券股份有限公司深圳分公司海德三道证券营业部,2,0.0,0,1376.93,2,"四通新材,广和通"
213,海通证券股份有限公司福清清昌大道证券营业部,1,0.0,0,4497.37,1,浩丰科技
214,华泰证券股份有限公司连云港通灌南路证券营业部,1,0.0,0,518.17,1,电科院
215,安信证券股份有限公司广州新港西路证券营业部,2,0.0,0,1293.99,2,"四通新材,优博讯"
216,中国中投证券有限责任公司广州体育东路证券营业部,3,6624.92,2,3419.77,1,"千方科技,浩丰科技"
217,国金证券股份有限公司成都双元街证券营业部,1,0.0,0,329.03,1,电科院
218,国盛证券有限责任公司吉安遂川工农兵大道证券营业部,1,0.0,0,652.08,1,四通新材
219,中泰证券股份有限公司武汉宝丰路证券营业部,2,1190.13,1,1954.82,1,"周大生,浩丰科技"
220,中信建投证券股份有限公司泸州迎晖路证券营业部,1,0.0,0,641.67,1,四通新材
221,中信建投证券股份有限公司北京北辰西路证券营业部,1,0.0,0,1771.99,1,浩丰科技
222,光大证券股份有限公司惠州麦地路证券营业部（迁址）,3,574.25,1,633.47,2,"四通新材,伟隆股份"
223,华泰证券股份有限公司无锡解放西路证券营业部,4,5015.93,2,5446.22,2,"长川科技,三星新材"
224,长江证券股份有限公司武汉武珞路证券营业部,6,3201.4,2,5186.62,4,"长川科技,正元智慧,吉宏股份,"
225,海通证券股份有限公司深圳分公司华富路证券营业部,10,6673.1,5,6934.38,5,"长川科技,陇神戎发,清源股份,"
226,光大证券股份有限公司佛山绿景路证券营业部,5,21591.98,4,244.32,1,"龙溪股份,泰山石油,雷曼股份,"
227,国信证券股份有限公司深圳泰然九路证券营业部,15,919.44,2,2749.82,13,"四通新材,周大生,*ST中基,"
228,长江证券股份有限公司成都天府大道证券营业部,2,1474.07,1,1388.39,1,德艺文创
229,联储证券有限责任公司厦门东港北路证券营业部,1,799.0,1,0.0,0,德艺文创
230,浙商证券股份有限公司江苏分公司,2,841.87,1,847.37,1,新劲刚
231,广发证券股份有限公司深圳深南东路证券营业部,8,6536.6,6,1058.25,2,"联泰环保,康惠制药,德艺文创,"
232,海通证券股份有限公司常州健身路证券营业部,4,1050.06,2,863.36,2,"新劲刚,恒通科技,强力新材"
233,华泰证券股份有限公司南京广州路证券营业部,2,1201.62,2,0.0,0,"江阴银行,新劲刚"
234,华鑫证券有限责任公司西安群贤路证券营业部,1,0.0,0,425.49,1,德艺文创
235,国金证券股份有限公司上海互联网证券分公司,23,8237.07,10,3753.6,13,"冀东装备,八一钢铁,联泰环保,"
236,安信证券股份有限公司厦门湖里大道证券营业部,2,384.44,1,299.08,1,"新劲刚,恒润股份"
237,中国中投证券有限责任公司娄底冷水江江北路证券营业部,1,0.0,0,855.04,1,新劲刚
238,财通证券股份有限公司义乌丹溪北路证券营业部,3,1342.52,2,270.05,1,"广和通,光莆股份"
239,中信证券股份有限公司北京安外大街证券营业部,6,3074.9,3,2203.44,3,"诚意药业,新宏泽,恒立实业,"
240,东方证券股份有限公司上海浦东新区耀华路证券营业部,2,751.77,1,734.92,1,广和通
241,方正证券股份有限公司杭州滨江通和路证券营业部,1,0.0,0,474.71,1,新劲刚
242,方正证券股份有限公司冷水江锑都中路证券营业部,1,0.0,0,471.28,1,新劲刚
243,光大证券股份有限公司深圳海德二路证券营业部,1,420.92,1,0.0,0,广和通
244,广发证券股份有限公司中山兴中道证券营业部,2,953.89,1,465.93,1,"中持股份,新劲刚"
245,中原证券股份有限公司北京酒仙桥路证券营业部,1,259.33,1,0.0,0,广和通
246,华泰证券股份有限公司沈阳大西路证券营业部,2,2.89,1,755.79,1,"广和通,韦尔股份"
247,广发证券股份有限公司上海控江路证券营业部,2,0.0,0,990.69,2,"广和通,今飞凯达"
248,招商证券股份有限公司上海娄山关路证券营业部,7,288.67,2,2515.31,5,"新劲刚,超频三,广和通,"
249,长江证券股份有限公司惠州下埔路证券营业部,6,12072.16,3,8208.45,3,"透景生命,华斯股份,渤海股份,"
250,兴业证券股份有限公司厦门湖滨南路证券营业部,4,6345.72,2,3131.04,2,"透景生命,吴江银行,巨力索具"
251,华鑫证券有限责任公司长沙芙蓉中路证券营业部,7,6667.99,5,2833.81,2,"透景生命,今飞凯达,三星新材"
252,华鑫证券有限责任公司深圳益田路证券营业部,2,246.45,1,641.84,1,"升达林业,透景生命"
253,宏信证券有限责任公司上海中华新路证券营业部,2,83.46,1,544.34,1,"绿康生化,透景生命"
254,国泰君安证券股份有限公司重庆九尺坎证券营业部,1,0.0,0,267.22,1,透景生命
255,湘财证券股份有限公司北京朝外大街证券营业部,1,138.1,1,0.0,0,龙溪股份
256,长城国瑞证券有限公司厦门莲前西路证券营业部,1,103.16,1,0.0,0,龙溪股份
257,申万宏源西部证券有限公司阿克苏东大街证券营业部,1,4282.75,1,0.0,0,中源协和
